item_id	stimulus_origin	adaptation_eligibility	original_trial_type	original_stimulus_file	condition	binary_label	sentence	template_family	verb_surface	object_surface	verb_lemma	object_lemma	verb_object_FSG	violation_type	source_record_id	auto_expected_grammatical_yes_no	auto_structure_complete_yes_no	auto_error_annotation_pass_yes_no	human_corrected_event_makes_sense_yes_no	human_sentence_grammatical_yes_no	human_no_extra_errors_yes_no	human_notes_optional
CAND_GRAM_002474	plus	candidate_pending_human_review			plurality_violation	0	He is frying one eggs	be_progressive	frying	eggs	fry	egg	0.081	added	USF:Cue_Target_Pairs.D-F:10163	no	yes	yes	yes	no	yes	
CAND_GRAM_002475	plus	candidate_pending_human_review			plurality_violation	0	He does not fry one eggs	do_negation	fry	eggs	fry	egg	0.081	added	USF:Cue_Target_Pairs.D-F:10163	no	yes	yes	yes	no	yes	
CAND_GRAM_002476	plus	candidate_pending_human_review			plurality_violation	0	Every day he fries one eggs	present_3s	fries	eggs	fry	egg	0.081	added	USF:Cue_Target_Pairs.D-F:10163	no	yes	yes	yes	no	yes	
CAND_GRAM_002477	plus	candidate_pending_human_review			plurality_violation	0	Last week he fried one eggs	simple_past	fried	eggs	fry	egg	0.081	added	USF:Cue_Target_Pairs.D-F:10163	no	yes	yes	yes	no	yes	
CAND_GRAM_002478	plus	candidate_pending_human_review			plurality_violation	0	They are frying one eggs	be_progressive	frying	eggs	fry	egg	0.081	added	USF:Cue_Target_Pairs.D-F:10163	no	yes	yes	yes	no	yes	
CAND_GRAM_002479	plus	candidate_pending_human_review			plurality_violation	0	They do not fry one eggs	do_negation	fry	eggs	fry	egg	0.081	added	USF:Cue_Target_Pairs.D-F:10163	no	yes	yes	yes	no	yes	
CAND_GRAM_002480	plus	candidate_pending_human_review			plurality_violation	0	Every day they fry one eggs	present_3s	fry	eggs	fry	egg	0.081	added	USF:Cue_Target_Pairs.D-F:10163	no	yes	yes	yes	no	yes	
CAND_GRAM_002481	plus	candidate_pending_human_review			plurality_violation	0	Last week they fried one eggs	simple_past	fried	eggs	fry	egg	0.081	added	USF:Cue_Target_Pairs.D-F:10163	no	yes	yes	yes	no	yes	
CAND_GRAM_002482	plus	candidate_pending_human_review			plurality_violation	0	She is frying two egg	be_progressive	frying	egg	fry	egg	0.081	omitted	USF:Cue_Target_Pairs.D-F:10163	no	yes	yes	yes	no	yes	
CAND_GRAM_002483	plus	candidate_pending_human_review			plurality_violation	0	She does not fry two egg	do_negation	fry	egg	fry	egg	0.081	omitted	USF:Cue_Target_Pairs.D-F:10163	no	yes	yes	yes	no	yes	
CAND_GRAM_002484	plus	candidate_pending_human_review			plurality_violation	0	Every day she fries two egg	present_3s	fries	egg	fry	egg	0.081	omitted	USF:Cue_Target_Pairs.D-F:10163	no	yes	yes	yes	no	yes	
CAND_GRAM_002485	plus	candidate_pending_human_review			plurality_violation	0	Last week she fried two egg	simple_past	fried	egg	fry	egg	0.081	omitted	USF:Cue_Target_Pairs.D-F:10163	no	yes	yes	yes	no	yes	
CAND_GRAM_002486	plus	candidate_pending_human_review			plurality_violation	0	He is frying two egg	be_progressive	frying	egg	fry	egg	0.081	omitted	USF:Cue_Target_Pairs.D-F:10163	no	yes	yes	yes	no	yes	
CAND_GRAM_002487	plus	candidate_pending_human_review			plurality_violation	0	He does not fry two egg	do_negation	fry	egg	fry	egg	0.081	omitted	USF:Cue_Target_Pairs.D-F:10163	no	yes	yes	yes	no	yes	
CAND_GRAM_002488	plus	candidate_pending_human_review			plurality_violation	0	Every day he fries two egg	present_3s	fries	egg	fry	egg	0.081	omitted	USF:Cue_Target_Pairs.D-F:10163	no	yes	yes	yes	no	yes	
CAND_GRAM_002489	plus	candidate_pending_human_review			plurality_violation	0	Last week he fried two egg	simple_past	fried	egg	fry	egg	0.081	omitted	USF:Cue_Target_Pairs.D-F:10163	no	yes	yes	yes	no	yes	
CAND_GRAM_002490	plus	candidate_pending_human_review			plurality_violation	0	They are frying two egg	be_progressive	frying	egg	fry	egg	0.081	omitted	USF:Cue_Target_Pairs.D-F:10163	no	yes	yes	yes	no	yes	
CAND_GRAM_002491	plus	candidate_pending_human_review			plurality_violation	0	They do not fry two egg	do_negation	fry	egg	fry	egg	0.081	omitted	USF:Cue_Target_Pairs.D-F:10163	no	yes	yes	yes	no	yes	
CAND_GRAM_002492	plus	candidate_pending_human_review			plurality_violation	0	Every day they fry two egg	present_3s	fry	egg	fry	egg	0.081	omitted	USF:Cue_Target_Pairs.D-F:10163	no	yes	yes	yes	no	yes	
CAND_GRAM_002493	plus	candidate_pending_human_review			plurality_violation	0	Last week they fried two egg	simple_past	fried	egg	fry	egg	0.081	omitted	USF:Cue_Target_Pairs.D-F:10163	no	yes	yes	yes	no	yes	
CAND_GRAM_002494	plus	candidate_pending_human_review			plurality_violation	0	She is frying three egg	be_progressive	frying	egg	fry	egg	0.081	omitted	USF:Cue_Target_Pairs.D-F:10163	no	yes	yes	yes	no	yes	
CAND_GRAM_002495	plus	candidate_pending_human_review			plurality_violation	0	She does not fry three egg	do_negation	fry	egg	fry	egg	0.081	omitted	USF:Cue_Target_Pairs.D-F:10163	no	yes	yes	yes	no	yes	
CAND_GRAM_002496	plus	candidate_pending_human_review			plurality_violation	0	Every day she fries three egg	present_3s	fries	egg	fry	egg	0.081	omitted	USF:Cue_Target_Pairs.D-F:10163	no	yes	yes	yes	no	yes	
CAND_GRAM_002497	plus	candidate_pending_human_review			plurality_violation	0	Last week she fried three egg	simple_past	fried	egg	fry	egg	0.081	omitted	USF:Cue_Target_Pairs.D-F:10163	no	yes	yes	yes	no	yes	
CAND_GRAM_002498	plus	candidate_pending_human_review			plurality_violation	0	He is frying three egg	be_progressive	frying	egg	fry	egg	0.081	omitted	USF:Cue_Target_Pairs.D-F:10163	no	yes	yes	yes	no	yes	
CAND_GRAM_002499	plus	candidate_pending_human_review			plurality_violation	0	He does not fry three egg	do_negation	fry	egg	fry	egg	0.081	omitted	USF:Cue_Target_Pairs.D-F:10163	no	yes	yes	yes	no	yes	
CAND_GRAM_002500	plus	candidate_pending_human_review			plurality_violation	0	Every day he fries three egg	present_3s	fries	egg	fry	egg	0.081	omitted	USF:Cue_Target_Pairs.D-F:10163	no	yes	yes	yes	no	yes	
CAND_GRAM_002501	plus	candidate_pending_human_review			plurality_violation	0	Last week he fried three egg	simple_past	fried	egg	fry	egg	0.081	omitted	USF:Cue_Target_Pairs.D-F:10163	no	yes	yes	yes	no	yes	
CAND_GRAM_002502	plus	candidate_pending_human_review			plurality_violation	0	They are frying three egg	be_progressive	frying	egg	fry	egg	0.081	omitted	USF:Cue_Target_Pairs.D-F:10163	no	yes	yes	yes	no	yes	
CAND_GRAM_002503	plus	candidate_pending_human_review			plurality_violation	0	They do not fry three egg	do_negation	fry	egg	fry	egg	0.081	omitted	USF:Cue_Target_Pairs.D-F:10163	no	yes	yes	yes	no	yes	
CAND_GRAM_002504	plus	candidate_pending_human_review			plurality_violation	0	Every day they fry three egg	present_3s	fry	egg	fry	egg	0.081	omitted	USF:Cue_Target_Pairs.D-F:10163	no	yes	yes	yes	no	yes	
CAND_GRAM_002505	plus	candidate_pending_human_review			plurality_violation	0	Last week they fried three egg	simple_past	fried	egg	fry	egg	0.081	omitted	USF:Cue_Target_Pairs.D-F:10163	no	yes	yes	yes	no	yes	
CAND_GRAM_002506	plus	candidate_pending_human_review			plurality_violation	0	She is frying four egg	be_progressive	frying	egg	fry	egg	0.081	omitted	USF:Cue_Target_Pairs.D-F:10163	no	yes	yes	yes	no	yes	
CAND_GRAM_002507	plus	candidate_pending_human_review			plurality_violation	0	She does not fry four egg	do_negation	fry	egg	fry	egg	0.081	omitted	USF:Cue_Target_Pairs.D-F:10163	no	yes	yes	yes	no	yes	
CAND_GRAM_002508	plus	candidate_pending_human_review			plurality_violation	0	Every day she fries four egg	present_3s	fries	egg	fry	egg	0.081	omitted	USF:Cue_Target_Pairs.D-F:10163	no	yes	yes	yes	no	yes	
CAND_GRAM_002509	plus	candidate_pending_human_review			plurality_violation	0	Last week she fried four egg	simple_past	fried	egg	fry	egg	0.081	omitted	USF:Cue_Target_Pairs.D-F:10163	no	yes	yes	yes	no	yes	
CAND_GRAM_002510	plus	candidate_pending_human_review			plurality_violation	0	He is frying four egg	be_progressive	frying	egg	fry	egg	0.081	omitted	USF:Cue_Target_Pairs.D-F:10163	no	yes	yes	yes	no	yes	
CAND_GRAM_002511	plus	candidate_pending_human_review			plurality_violation	0	He does not fry four egg	do_negation	fry	egg	fry	egg	0.081	omitted	USF:Cue_Target_Pairs.D-F:10163	no	yes	yes	yes	no	yes	
CAND_GRAM_002512	plus	candidate_pending_human_review			plurality_violation	0	Every day he fries four egg	present_3s	fries	egg	fry	egg	0.081	omitted	USF:Cue_Target_Pairs.D-F:10163	no	yes	yes	yes	no	yes	
CAND_GRAM_002513	plus	candidate_pending_human_review			plurality_violation	0	Last week he fried four egg	simple_past	fried	egg	fry	egg	0.081	omitted	USF:Cue_Target_Pairs.D-F:10163	no	yes	yes	yes	no	yes	
CAND_GRAM_002514	plus	candidate_pending_human_review			plurality_violation	0	They are frying four egg	be_progressive	frying	egg	fry	egg	0.081	omitted	USF:Cue_Target_Pairs.D-F:10163	no	yes	yes	yes	no	yes	
CAND_GRAM_002515	plus	candidate_pending_human_review			plurality_violation	0	They do not fry four egg	do_negation	fry	egg	fry	egg	0.081	omitted	USF:Cue_Target_Pairs.D-F:10163	no	yes	yes	yes	no	yes	
CAND_GRAM_002516	plus	candidate_pending_human_review			plurality_violation	0	Every day they fry four egg	present_3s	fry	egg	fry	egg	0.081	omitted	USF:Cue_Target_Pairs.D-F:10163	no	yes	yes	yes	no	yes	
CAND_GRAM_002517	plus	candidate_pending_human_review			plurality_violation	0	Last week they fried four egg	simple_past	fried	egg	fry	egg	0.081	omitted	USF:Cue_Target_Pairs.D-F:10163	no	yes	yes	yes	no	yes	
CAND_GRAM_002518	plus	candidate_pending_human_review			plurality_violation	0	She is frying five egg	be_progressive	frying	egg	fry	egg	0.081	omitted	USF:Cue_Target_Pairs.D-F:10163	no	yes	yes	yes	no	yes	
CAND_GRAM_002519	plus	candidate_pending_human_review			plurality_violation	0	She does not fry five egg	do_negation	fry	egg	fry	egg	0.081	omitted	USF:Cue_Target_Pairs.D-F:10163	no	yes	yes	yes	no	yes	
CAND_GRAM_002520	plus	candidate_pending_human_review			plurality_violation	0	Every day she fries five egg	present_3s	fries	egg	fry	egg	0.081	omitted	USF:Cue_Target_Pairs.D-F:10163	no	yes	yes	yes	no	yes	
CAND_GRAM_002521	plus	candidate_pending_human_review			plurality_violation	0	Last week she fried five egg	simple_past	fried	egg	fry	egg	0.081	omitted	USF:Cue_Target_Pairs.D-F:10163	no	yes	yes	yes	no	yes	
CAND_GRAM_002522	plus	candidate_pending_human_review			plurality_violation	0	He is frying five egg	be_progressive	frying	egg	fry	egg	0.081	omitted	USF:Cue_Target_Pairs.D-F:10163	no	yes	yes	yes	no	yes	
CAND_GRAM_002523	plus	candidate_pending_human_review			plurality_violation	0	He does not fry five egg	do_negation	fry	egg	fry	egg	0.081	omitted	USF:Cue_Target_Pairs.D-F:10163	no	yes	yes	yes	no	yes	
CAND_GRAM_002524	plus	candidate_pending_human_review			plurality_violation	0	Every day he fries five egg	present_3s	fries	egg	fry	egg	0.081	omitted	USF:Cue_Target_Pairs.D-F:10163	no	yes	yes	yes	no	yes	
CAND_GRAM_002525	plus	candidate_pending_human_review			plurality_violation	0	Last week he fried five egg	simple_past	fried	egg	fry	egg	0.081	omitted	USF:Cue_Target_Pairs.D-F:10163	no	yes	yes	yes	no	yes	
CAND_GRAM_002526	plus	candidate_pending_human_review			plurality_violation	0	They are frying five egg	be_progressive	frying	egg	fry	egg	0.081	omitted	USF:Cue_Target_Pairs.D-F:10163	no	yes	yes	yes	no	yes	
CAND_GRAM_002527	plus	candidate_pending_human_review			plurality_violation	0	They do not fry five egg	do_negation	fry	egg	fry	egg	0.081	omitted	USF:Cue_Target_Pairs.D-F:10163	no	yes	yes	yes	no	yes	
CAND_GRAM_002528	plus	candidate_pending_human_review			plurality_violation	0	Every day they fry five egg	present_3s	fry	egg	fry	egg	0.081	omitted	USF:Cue_Target_Pairs.D-F:10163	no	yes	yes	yes	no	yes	
CAND_GRAM_002529	plus	candidate_pending_human_review			plurality_violation	0	Last week they fried five egg	simple_past	fried	egg	fry	egg	0.081	omitted	USF:Cue_Target_Pairs.D-F:10163	no	yes	yes	yes	no	yes	
CAND_GRAM_002530	plus	candidate_pending_human_review			plurality_violation	0	She is frying six egg	be_progressive	frying	egg	fry	egg	0.081	omitted	USF:Cue_Target_Pairs.D-F:10163	no	yes	yes	yes	no	yes	
CAND_GRAM_002531	plus	candidate_pending_human_review			plurality_violation	0	She does not fry six egg	do_negation	fry	egg	fry	egg	0.081	omitted	USF:Cue_Target_Pairs.D-F:10163	no	yes	yes	yes	no	yes	
CAND_GRAM_002532	plus	candidate_pending_human_review			plurality_violation	0	Every day she fries six egg	present_3s	fries	egg	fry	egg	0.081	omitted	USF:Cue_Target_Pairs.D-F:10163	no	yes	yes	yes	no	yes	
CAND_GRAM_002533	plus	candidate_pending_human_review			plurality_violation	0	Last week she fried six egg	simple_past	fried	egg	fry	egg	0.081	omitted	USF:Cue_Target_Pairs.D-F:10163	no	yes	yes	yes	no	yes	
CAND_GRAM_002534	plus	candidate_pending_human_review			plurality_violation	0	He is frying six egg	be_progressive	frying	egg	fry	egg	0.081	omitted	USF:Cue_Target_Pairs.D-F:10163	no	yes	yes	yes	no	yes	
CAND_GRAM_002535	plus	candidate_pending_human_review			plurality_violation	0	He does not fry six egg	do_negation	fry	egg	fry	egg	0.081	omitted	USF:Cue_Target_Pairs.D-F:10163	no	yes	yes	yes	no	yes	
CAND_GRAM_002536	plus	candidate_pending_human_review			plurality_violation	0	Every day he fries six egg	present_3s	fries	egg	fry	egg	0.081	omitted	USF:Cue_Target_Pairs.D-F:10163	no	yes	yes	yes	no	yes	
CAND_GRAM_002537	plus	candidate_pending_human_review			plurality_violation	0	Last week he fried six egg	simple_past	fried	egg	fry	egg	0.081	omitted	USF:Cue_Target_Pairs.D-F:10163	no	yes	yes	yes	no	yes	
CAND_GRAM_002538	plus	candidate_pending_human_review			plurality_violation	0	They are frying six egg	be_progressive	frying	egg	fry	egg	0.081	omitted	USF:Cue_Target_Pairs.D-F:10163	no	yes	yes	yes	no	yes	
CAND_GRAM_002539	plus	candidate_pending_human_review			plurality_violation	0	They do not fry six egg	do_negation	fry	egg	fry	egg	0.081	omitted	USF:Cue_Target_Pairs.D-F:10163	no	yes	yes	yes	no	yes	
CAND_GRAM_002540	plus	candidate_pending_human_review			plurality_violation	0	Every day they fry six egg	present_3s	fry	egg	fry	egg	0.081	omitted	USF:Cue_Target_Pairs.D-F:10163	no	yes	yes	yes	no	yes	
CAND_GRAM_002541	plus	candidate_pending_human_review			plurality_violation	0	Last week they fried six egg	simple_past	fried	egg	fry	egg	0.081	omitted	USF:Cue_Target_Pairs.D-F:10163	no	yes	yes	yes	no	yes	
CAND_GRAM_002542	plus	candidate_pending_human_review			plurality_violation	0	She is tackling one footballs	be_progressive	tackling	footballs	tackle	football	0.361	added	USF:Cue_Target_Pairs.T-Z:81	no	yes	yes	yes	no	yes	
CAND_GRAM_002543	plus	candidate_pending_human_review			plurality_violation	0	She does not tackle one footballs	do_negation	tackle	footballs	tackle	football	0.361	added	USF:Cue_Target_Pairs.T-Z:81	no	yes	yes	yes	no	yes	
CAND_GRAM_002544	plus	candidate_pending_human_review			plurality_violation	0	Every day she tackles one footballs	present_3s	tackles	footballs	tackle	football	0.361	added	USF:Cue_Target_Pairs.T-Z:81	no	yes	yes	yes	no	yes	
CAND_GRAM_002545	plus	candidate_pending_human_review			plurality_violation	0	Last week she tackled one footballs	simple_past	tackled	footballs	tackle	football	0.361	added	USF:Cue_Target_Pairs.T-Z:81	no	yes	yes	yes	no	yes	
CAND_GRAM_002546	plus	candidate_pending_human_review			plurality_violation	0	He is tackling one footballs	be_progressive	tackling	footballs	tackle	football	0.361	added	USF:Cue_Target_Pairs.T-Z:81	no	yes	yes	yes	no	yes	
CAND_GRAM_002547	plus	candidate_pending_human_review			plurality_violation	0	He does not tackle one footballs	do_negation	tackle	footballs	tackle	football	0.361	added	USF:Cue_Target_Pairs.T-Z:81	no	yes	yes	yes	no	yes	
CAND_GRAM_002548	plus	candidate_pending_human_review			plurality_violation	0	Every day he tackles one footballs	present_3s	tackles	footballs	tackle	football	0.361	added	USF:Cue_Target_Pairs.T-Z:81	no	yes	yes	yes	no	yes	
CAND_GRAM_002549	plus	candidate_pending_human_review			plurality_violation	0	Last week he tackled one footballs	simple_past	tackled	footballs	tackle	football	0.361	added	USF:Cue_Target_Pairs.T-Z:81	no	yes	yes	yes	no	yes	
CAND_GRAM_002550	plus	candidate_pending_human_review			plurality_violation	0	They are tackling one footballs	be_progressive	tackling	footballs	tackle	football	0.361	added	USF:Cue_Target_Pairs.T-Z:81	no	yes	yes	yes	no	yes	
CAND_GRAM_002551	plus	candidate_pending_human_review			plurality_violation	0	They do not tackle one footballs	do_negation	tackle	footballs	tackle	football	0.361	added	USF:Cue_Target_Pairs.T-Z:81	no	yes	yes	yes	no	yes	
CAND_GRAM_002552	plus	candidate_pending_human_review			plurality_violation	0	Every day they tackle one footballs	present_3s	tackle	footballs	tackle	football	0.361	added	USF:Cue_Target_Pairs.T-Z:81	no	yes	yes	yes	no	yes	
CAND_GRAM_002553	plus	candidate_pending_human_review			plurality_violation	0	Last week they tackled one footballs	simple_past	tackled	footballs	tackle	football	0.361	added	USF:Cue_Target_Pairs.T-Z:81	no	yes	yes	yes	no	yes	
CAND_GRAM_002554	plus	candidate_pending_human_review			plurality_violation	0	She is tackling two football	be_progressive	tackling	football	tackle	football	0.361	omitted	USF:Cue_Target_Pairs.T-Z:81	no	yes	yes	yes	no	yes	
CAND_GRAM_002555	plus	candidate_pending_human_review			plurality_violation	0	She does not tackle two football	do_negation	tackle	football	tackle	football	0.361	omitted	USF:Cue_Target_Pairs.T-Z:81	no	yes	yes	yes	no	yes	
CAND_GRAM_002556	plus	candidate_pending_human_review			plurality_violation	0	Every day she tackles two football	present_3s	tackles	football	tackle	football	0.361	omitted	USF:Cue_Target_Pairs.T-Z:81	no	yes	yes	yes	no	yes	
CAND_GRAM_002557	plus	candidate_pending_human_review			plurality_violation	0	Last week she tackled two football	simple_past	tackled	football	tackle	football	0.361	omitted	USF:Cue_Target_Pairs.T-Z:81	no	yes	yes	yes	no	yes	
CAND_GRAM_002558	plus	candidate_pending_human_review			plurality_violation	0	He is tackling two football	be_progressive	tackling	football	tackle	football	0.361	omitted	USF:Cue_Target_Pairs.T-Z:81	no	yes	yes	yes	no	yes	
CAND_GRAM_002559	plus	candidate_pending_human_review			plurality_violation	0	He does not tackle two football	do_negation	tackle	football	tackle	football	0.361	omitted	USF:Cue_Target_Pairs.T-Z:81	no	yes	yes	yes	no	yes	
CAND_GRAM_002560	plus	candidate_pending_human_review			plurality_violation	0	Every day he tackles two football	present_3s	tackles	football	tackle	football	0.361	omitted	USF:Cue_Target_Pairs.T-Z:81	no	yes	yes	yes	no	yes	
CAND_GRAM_002561	plus	candidate_pending_human_review			plurality_violation	0	Last week he tackled two football	simple_past	tackled	football	tackle	football	0.361	omitted	USF:Cue_Target_Pairs.T-Z:81	no	yes	yes	yes	no	yes	
CAND_GRAM_002562	plus	candidate_pending_human_review			plurality_violation	0	They are tackling two football	be_progressive	tackling	football	tackle	football	0.361	omitted	USF:Cue_Target_Pairs.T-Z:81	no	yes	yes	yes	no	yes	
CAND_GRAM_002563	plus	candidate_pending_human_review			plurality_violation	0	They do not tackle two football	do_negation	tackle	football	tackle	football	0.361	omitted	USF:Cue_Target_Pairs.T-Z:81	no	yes	yes	yes	no	yes	
CAND_GRAM_002564	plus	candidate_pending_human_review			plurality_violation	0	Every day they tackle two football	present_3s	tackle	football	tackle	football	0.361	omitted	USF:Cue_Target_Pairs.T-Z:81	no	yes	yes	yes	no	yes	
CAND_GRAM_002565	plus	candidate_pending_human_review			plurality_violation	0	Last week they tackled two football	simple_past	tackled	football	tackle	football	0.361	omitted	USF:Cue_Target_Pairs.T-Z:81	no	yes	yes	yes	no	yes	
CAND_GRAM_002566	plus	candidate_pending_human_review			plurality_violation	0	She is tackling three football	be_progressive	tackling	football	tackle	football	0.361	omitted	USF:Cue_Target_Pairs.T-Z:81	no	yes	yes	yes	no	yes	
CAND_GRAM_002567	plus	candidate_pending_human_review			plurality_violation	0	She does not tackle three football	do_negation	tackle	football	tackle	football	0.361	omitted	USF:Cue_Target_Pairs.T-Z:81	no	yes	yes	yes	no	yes	
CAND_GRAM_002568	plus	candidate_pending_human_review			plurality_violation	0	Every day she tackles three football	present_3s	tackles	football	tackle	football	0.361	omitted	USF:Cue_Target_Pairs.T-Z:81	no	yes	yes	yes	no	yes	
CAND_GRAM_002569	plus	candidate_pending_human_review			plurality_violation	0	Last week she tackled three football	simple_past	tackled	football	tackle	football	0.361	omitted	USF:Cue_Target_Pairs.T-Z:81	no	yes	yes	yes	no	yes	
CAND_GRAM_002570	plus	candidate_pending_human_review			plurality_violation	0	He is tackling three football	be_progressive	tackling	football	tackle	football	0.361	omitted	USF:Cue_Target_Pairs.T-Z:81	no	yes	yes	yes	no	yes	
CAND_GRAM_002571	plus	candidate_pending_human_review			plurality_violation	0	He does not tackle three football	do_negation	tackle	football	tackle	football	0.361	omitted	USF:Cue_Target_Pairs.T-Z:81	no	yes	yes	yes	no	yes	
CAND_GRAM_002572	plus	candidate_pending_human_review			plurality_violation	0	Every day he tackles three football	present_3s	tackles	football	tackle	football	0.361	omitted	USF:Cue_Target_Pairs.T-Z:81	no	yes	yes	yes	no	yes	
CAND_GRAM_002573	plus	candidate_pending_human_review			plurality_violation	0	Last week he tackled three football	simple_past	tackled	football	tackle	football	0.361	omitted	USF:Cue_Target_Pairs.T-Z:81	no	yes	yes	yes	no	yes	
CAND_GRAM_002574	plus	candidate_pending_human_review			plurality_violation	0	They are tackling three football	be_progressive	tackling	football	tackle	football	0.361	omitted	USF:Cue_Target_Pairs.T-Z:81	no	yes	yes	yes	no	yes	
CAND_GRAM_002575	plus	candidate_pending_human_review			plurality_violation	0	They do not tackle three football	do_negation	tackle	football	tackle	football	0.361	omitted	USF:Cue_Target_Pairs.T-Z:81	no	yes	yes	yes	no	yes	
CAND_GRAM_002576	plus	candidate_pending_human_review			plurality_violation	0	Every day they tackle three football	present_3s	tackle	football	tackle	football	0.361	omitted	USF:Cue_Target_Pairs.T-Z:81	no	yes	yes	yes	no	yes	
CAND_GRAM_002577	plus	candidate_pending_human_review			plurality_violation	0	Last week they tackled three football	simple_past	tackled	football	tackle	football	0.361	omitted	USF:Cue_Target_Pairs.T-Z:81	no	yes	yes	yes	no	yes	
CAND_GRAM_002578	plus	candidate_pending_human_review			plurality_violation	0	She is tackling four football	be_progressive	tackling	football	tackle	football	0.361	omitted	USF:Cue_Target_Pairs.T-Z:81	no	yes	yes	yes	no	yes	
CAND_GRAM_002579	plus	candidate_pending_human_review			plurality_violation	0	She does not tackle four football	do_negation	tackle	football	tackle	football	0.361	omitted	USF:Cue_Target_Pairs.T-Z:81	no	yes	yes	yes	no	yes	
CAND_GRAM_002580	plus	candidate_pending_human_review			plurality_violation	0	Every day she tackles four football	present_3s	tackles	football	tackle	football	0.361	omitted	USF:Cue_Target_Pairs.T-Z:81	no	yes	yes	yes	no	yes	
CAND_GRAM_002581	plus	candidate_pending_human_review			plurality_violation	0	Last week she tackled four football	simple_past	tackled	football	tackle	football	0.361	omitted	USF:Cue_Target_Pairs.T-Z:81	no	yes	yes	yes	no	yes	
CAND_GRAM_002582	plus	candidate_pending_human_review			plurality_violation	0	He is tackling four football	be_progressive	tackling	football	tackle	football	0.361	omitted	USF:Cue_Target_Pairs.T-Z:81	no	yes	yes	yes	no	yes	
CAND_GRAM_002583	plus	candidate_pending_human_review			plurality_violation	0	He does not tackle four football	do_negation	tackle	football	tackle	football	0.361	omitted	USF:Cue_Target_Pairs.T-Z:81	no	yes	yes	yes	no	yes	
CAND_GRAM_002584	plus	candidate_pending_human_review			plurality_violation	0	Every day he tackles four football	present_3s	tackles	football	tackle	football	0.361	omitted	USF:Cue_Target_Pairs.T-Z:81	no	yes	yes	yes	no	yes	
CAND_GRAM_002585	plus	candidate_pending_human_review			plurality_violation	0	Last week he tackled four football	simple_past	tackled	football	tackle	football	0.361	omitted	USF:Cue_Target_Pairs.T-Z:81	no	yes	yes	yes	no	yes	
CAND_GRAM_002586	plus	candidate_pending_human_review			plurality_violation	0	They are tackling four football	be_progressive	tackling	football	tackle	football	0.361	omitted	USF:Cue_Target_Pairs.T-Z:81	no	yes	yes	yes	no	yes	
CAND_GRAM_002587	plus	candidate_pending_human_review			plurality_violation	0	They do not tackle four football	do_negation	tackle	football	tackle	football	0.361	omitted	USF:Cue_Target_Pairs.T-Z:81	no	yes	yes	yes	no	yes	
CAND_GRAM_002588	plus	candidate_pending_human_review			plurality_violation	0	Every day they tackle four football	present_3s	tackle	football	tackle	football	0.361	omitted	USF:Cue_Target_Pairs.T-Z:81	no	yes	yes	yes	no	yes	
CAND_GRAM_002589	plus	candidate_pending_human_review			plurality_violation	0	Last week they tackled four football	simple_past	tackled	football	tackle	football	0.361	omitted	USF:Cue_Target_Pairs.T-Z:81	no	yes	yes	yes	no	yes	
CAND_GRAM_002590	plus	candidate_pending_human_review			plurality_violation	0	She is tackling five football	be_progressive	tackling	football	tackle	football	0.361	omitted	USF:Cue_Target_Pairs.T-Z:81	no	yes	yes	yes	no	yes	
CAND_GRAM_002591	plus	candidate_pending_human_review			plurality_violation	0	She does not tackle five football	do_negation	tackle	football	tackle	football	0.361	omitted	USF:Cue_Target_Pairs.T-Z:81	no	yes	yes	yes	no	yes	
CAND_GRAM_002592	plus	candidate_pending_human_review			plurality_violation	0	Every day she tackles five football	present_3s	tackles	football	tackle	football	0.361	omitted	USF:Cue_Target_Pairs.T-Z:81	no	yes	yes	yes	no	yes	
CAND_GRAM_002593	plus	candidate_pending_human_review			plurality_violation	0	Last week she tackled five football	simple_past	tackled	football	tackle	football	0.361	omitted	USF:Cue_Target_Pairs.T-Z:81	no	yes	yes	yes	no	yes	
CAND_GRAM_002594	plus	candidate_pending_human_review			plurality_violation	0	He is tackling five football	be_progressive	tackling	football	tackle	football	0.361	omitted	USF:Cue_Target_Pairs.T-Z:81	no	yes	yes	yes	no	yes	
CAND_GRAM_002595	plus	candidate_pending_human_review			plurality_violation	0	He does not tackle five football	do_negation	tackle	football	tackle	football	0.361	omitted	USF:Cue_Target_Pairs.T-Z:81	no	yes	yes	yes	no	yes	
CAND_GRAM_002596	plus	candidate_pending_human_review			plurality_violation	0	Every day he tackles five football	present_3s	tackles	football	tackle	football	0.361	omitted	USF:Cue_Target_Pairs.T-Z:81	no	yes	yes	yes	no	yes	
CAND_GRAM_002597	plus	candidate_pending_human_review			plurality_violation	0	Last week he tackled five football	simple_past	tackled	football	tackle	football	0.361	omitted	USF:Cue_Target_Pairs.T-Z:81	no	yes	yes	yes	no	yes	
CAND_GRAM_002598	plus	candidate_pending_human_review			plurality_violation	0	They are tackling five football	be_progressive	tackling	football	tackle	football	0.361	omitted	USF:Cue_Target_Pairs.T-Z:81	no	yes	yes	yes	no	yes	
CAND_GRAM_002599	plus	candidate_pending_human_review			plurality_violation	0	They do not tackle five football	do_negation	tackle	football	tackle	football	0.361	omitted	USF:Cue_Target_Pairs.T-Z:81	no	yes	yes	yes	no	yes	
